Country,Food,Year,Import
Samoa,"Milling products, malt, starches, inulin, wheat glute",2018,49534
Samoa,Miscellaneous edible preparations,1995,1201
Samoa,Miscellaneous edible preparations,1996,1411
Samoa,Miscellaneous edible preparations,1997,2640
Samoa,Miscellaneous edible preparations,1998,2240
Samoa,Miscellaneous edible preparations,1999,2486
Samoa,Miscellaneous edible preparations,2000,2721
Samoa,Miscellaneous edible preparations,2001,5197
Samoa,Miscellaneous edible preparations,2002,4887
Samoa,Miscellaneous edible preparations,2003,5795
Samoa,Miscellaneous edible preparations,2004,7164
Samoa,Miscellaneous edible preparations,2005,5851
Samoa,Miscellaneous edible preparations,2006,8053
Samoa,Miscellaneous edible preparations,2007,8691
Samoa,Miscellaneous edible preparations,2008,7588
Samoa,Miscellaneous edible preparations,2009,6995
Samoa,Miscellaneous edible preparations,2010,6872
Samoa,Miscellaneous edible preparations,2011,6877
Samoa,Miscellaneous edible preparations,2012,9303
Samoa,Miscellaneous edible preparations,2013,9007
Samoa,Miscellaneous edible preparations,2014,14581
Samoa,Miscellaneous edible preparations,2015,10891
Samoa,Miscellaneous edible preparations,2016,11847
Samoa,Miscellaneous edible preparations,2017,13086
Samoa,Miscellaneous edible preparations,2018,13186
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1995,16
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1996,609
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1997,4
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1998,19
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1999,27
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2000,14
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2001,123
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2002,32
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2003,97
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2004,37
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2005,74
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2006,88
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2007,102
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2008,82
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2009,147
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2010,81
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2011,201
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2012,149
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2013,165
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2014,294
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2015,336
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2016,236
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2017,199
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2018,292
Samoa,Sugars and sugar confectionery,1995,2171
Samoa,Sugars and sugar confectionery,1996,3055
Samoa,Sugars and sugar confectionery,1997,4525
Samoa,Sugars and sugar confectionery,1998,18127
Samoa,Sugars and sugar confectionery,1999,18733
Samoa,Sugars and sugar confectionery,2000,14418
Samoa,Sugars and sugar confectionery,2001,11222
Samoa,Sugars and sugar confectionery,2002,44262
Samoa,Sugars and sugar confectionery,2003,27301
Samoa,Sugars and sugar confectionery,2004,42678
Samoa,Sugars and sugar confectionery,2005,20448
Samoa,Sugars and sugar confectionery,2006,42373
Samoa,Sugars and sugar confectionery,2007,35732
Samoa,Sugars and sugar confectionery,2008,40915
Samoa,Sugars and sugar confectionery,2009,41177
Samoa,Sugars and sugar confectionery,2010,30319
Samoa,Sugars and sugar confectionery,2011,34835
Samoa,Sugars and sugar confectionery,2012,30279
Samoa,Sugars and sugar confectionery,2013,35833
Samoa,Sugars and sugar confectionery,2014,35319
Samoa,Sugars and sugar confectionery,2015,9144
Samoa,Sugars and sugar confectionery,2016,32430
Samoa,Sugars and sugar confectionery,2017,27649
Samoa,Sugars and sugar confectionery,2018,34889
Samoa,Tobacco and manufactured tobacco substitutes,1995,60
Samoa,Tobacco and manufactured tobacco substitutes,1996,5
Samoa,Tobacco and manufactured tobacco substitutes,1997,1
Samoa,Tobacco and manufactured tobacco substitutes,1998,653
Samoa,Tobacco and manufactured tobacco substitutes,1999,700
Samoa,Tobacco and manufactured tobacco substitutes,2000,636
Samoa,Tobacco and manufactured tobacco substitutes,2001,431
Samoa,Tobacco and manufactured tobacco substitutes,2002,452
Samoa,Tobacco and manufactured tobacco substitutes,2003,500
Samoa,Tobacco and manufactured tobacco substitutes,2004,473
Samoa,Tobacco and manufactured tobacco substitutes,2005,476
Samoa,Tobacco and manufactured tobacco substitutes,2006,659
Samoa,Tobacco and manufactured tobacco substitutes,2007,477
Samoa,Tobacco and manufactured tobacco substitutes,2008,556
Samoa,Tobacco and manufactured tobacco substitutes,2009,468
Samoa,Tobacco and manufactured tobacco substitutes,2010,776
Samoa,Tobacco and manufactured tobacco substitutes,2011,613
Samoa,Tobacco and manufactured tobacco substitutes,2012,658
Samoa,Tobacco and manufactured tobacco substitutes,2013,583
Samoa,Tobacco and manufactured tobacco substitutes,2014,386
Samoa,Tobacco and manufactured tobacco substitutes,2015,384
Samoa,Tobacco and manufactured tobacco substitutes,2016,302
Samoa,Tobacco and manufactured tobacco substitutes,2017,342
Samoa,Tobacco and manufactured tobacco substitutes,2018,636
Samoa,"Vegetable, fruit, nut, etc food preparations",1995,636
Samoa,"Vegetable, fruit, nut, etc food preparations",1996,1104
Samoa,"Vegetable, fruit, nut, etc food preparations",1997,799
Samoa,"Vegetable, fruit, nut, etc food preparations",1998,2271
Samoa,"Vegetable, fruit, nut, etc food preparations",1999,1856
Samoa,"Vegetable, fruit, nut, etc food preparations",2000,1998
Samoa,"Vegetable, fruit, nut, etc food preparations",2001,2834
Samoa,"Vegetable, fruit, nut, etc food preparations",2002,3310
Samoa,"Vegetable, fruit, nut, etc food preparations",2003,3117
Samoa,"Vegetable, fruit, nut, etc food preparations",2004,4589
Samoa,"Vegetable, fruit, nut, etc food preparations",2005,4124
Samoa,"Vegetable, fruit, nut, etc food preparations",2006,5069
Samoa,"Vegetable, fruit, nut, etc food preparations",2007,4849
Samoa,"Vegetable, fruit, nut, etc food preparations",2008,4989
Samoa,"Vegetable, fruit, nut, etc food preparations",2009,5530
Samoa,"Vegetable, fruit, nut, etc food preparations",2010,4634
Samoa,"Vegetable, fruit, nut, etc food preparations",2011,3463
Samoa,"Vegetable, fruit, nut, etc food preparations",2012,3316
Samoa,"Vegetable, fruit, nut, etc food preparations",2013,4592
Samoa,"Vegetable, fruit, nut, etc food preparations",2014,5754
Samoa,"Vegetable, fruit, nut, etc food preparations",2015,5729
Samoa,"Vegetable, fruit, nut, etc food preparations",2016,6684
Samoa,"Vegetable, fruit, nut, etc food preparations",2017,6289
Samoa,"Vegetable, fruit, nut, etc food preparations",2018,8990
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",1995,8977
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",1996,6847
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",1997,8304
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",1998,7570
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",1999,5586
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2000,3743
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2001,3962
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2002,3225
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2003,3835
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2004,4815
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2005,4973
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2006,4512
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2007,5576
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2008,3544
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2009,7572
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2010,5567
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2011,13312
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2012,10642
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2013,10540
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2014,12731
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2015,16724
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2016,18541
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2017,27756
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2018,26084
Solomon Islands,"Beverages, spirits and vinegar",1995,8328
Solomon Islands,"Beverages, spirits and vinegar",1996,9079
Solomon Islands,"Beverages, spirits and vinegar",1997,8050
Solomon Islands,"Beverages, spirits and vinegar",1998,4454
Solomon Islands,"Beverages, spirits and vinegar",1999,4713
Solomon Islands,"Beverages, spirits and vinegar",2000,6887
Solomon Islands,"Beverages, spirits and vinegar",2001,10512
Solomon Islands,"Beverages, spirits and vinegar",2002,4765
Solomon Islands,"Beverages, spirits and vinegar",2003,4415
Solomon Islands,"Beverages, spirits and vinegar",2004,4518
Solomon Islands,"Beverages, spirits and vinegar",2005,4479
Solomon Islands,"Beverages, spirits and vinegar",2006,8902
Solomon Islands,"Beverages, spirits and vinegar",2007,10377
Solomon Islands,"Beverages, spirits and vinegar",2008,6377
Solomon Islands,"Beverages, spirits and vinegar",2009,15757
Solomon Islands,"Beverages, spirits and vinegar",2010,12598
Solomon Islands,"Beverages, spirits and vinegar",2011,22453
Solomon Islands,"Beverages, spirits and vinegar",2012,19360
Solomon Islands,"Beverages, spirits and vinegar",2013,19645
Solomon Islands,"Beverages, spirits and vinegar",2014,22473
Solomon Islands,"Beverages, spirits and vinegar",2015,33683
Solomon Islands,"Beverages, spirits and vinegar",2016,34634
Solomon Islands,"Beverages, spirits and vinegar",2017,44205
Solomon Islands,"Beverages, spirits and vinegar",2018,24803
Solomon Islands,"Cereal, flour, starch, milk preparations and products",1995,4011
Solomon Islands,"Cereal, flour, starch, milk preparations and products",1996,4504
Solomon Islands,"Cereal, flour, starch, milk preparations and products",1997,4858
Solomon Islands,"Cereal, flour, starch, milk preparations and products",1998,5260
Solomon Islands,"Cereal, flour, starch, milk preparations and products",1999,4697
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2000,5956
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2001,5103
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2002,6963
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2003,4601
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2004,7339
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2005,6435
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2006,6893
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2007,9852
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2008,12864
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2009,17524
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2010,17785
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2011,25855
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2012,26184
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2013,29739
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2014,35203
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2015,35284
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2016,42837
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2017,42228
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2018,43487
Solomon Islands,Cereals,1995,59737
Solomon Islands,Cereals,1996,47934
Solomon Islands,Cereals,1997,64824
Solomon Islands,Cereals,1998,67600
Solomon Islands,Cereals,1999,70448
Solomon Islands,Cereals,2000,52972
Solomon Islands,Cereals,2001,58564
Solomon Islands,Cereals,2002,52118
Solomon Islands,Cereals,2003,41485
Solomon Islands,Cereals,2004,41775
Solomon Islands,Cereals,2005,66925
Solomon Islands,Cereals,2006,64412
Solomon Islands,Cereals,2007,84702
Solomon Islands,Cereals,2008,70966
Solomon Islands,Cereals,2009,83469
Solomon Islands,Cereals,2010,94717
Solomon Islands,Cereals,2011,87504
Solomon Islands,Cereals,2012,90608
Solomon Islands,Cereals,2013,92154
Solomon Islands,Cereals,2014,110785
Solomon Islands,Cereals,2015,111110
Solomon Islands,Cereals,2016,116715
Solomon Islands,Cereals,2017,107850
Solomon Islands,Cereals,2018,132509
Solomon Islands,Cocoa and cocoa preparations,1995,113
Solomon Islands,Cocoa and cocoa preparations,1996,88
Solomon Islands,Cocoa and cocoa preparations,1997,33
Solomon Islands,Cocoa and cocoa preparations,1998,108
Solomon Islands,Cocoa and cocoa preparations,1999,20
Solomon Islands,Cocoa and cocoa preparations,2000,16
Solomon Islands,Cocoa and cocoa preparations,2001,100
Solomon Islands,Cocoa and cocoa preparations,2002,49
Solomon Islands,Cocoa and cocoa preparations,2003,49
Solomon Islands,Cocoa and cocoa preparations,2004,128
Solomon Islands,Cocoa and cocoa preparations,2005,78
Solomon Islands,Cocoa and cocoa preparations,2006,101
Solomon Islands,Cocoa and cocoa preparations,2007,107
Solomon Islands,Cocoa and cocoa preparations,2008,169
Solomon Islands,Cocoa and cocoa preparations,2009,212
Solomon Islands,Cocoa and cocoa preparations,2010,285
Solomon Islands,Cocoa and cocoa preparations,2011,459
Solomon Islands,Cocoa and cocoa preparations,2012,365
Solomon Islands,Cocoa and cocoa preparations,2013,451
Solomon Islands,Cocoa and cocoa preparations,2014,446
Solomon Islands,Cocoa and cocoa preparations,2015,431
Solomon Islands,Cocoa and cocoa preparations,2016,649
Solomon Islands,Cocoa and cocoa preparations,2017,401
Solomon Islands,Cocoa and cocoa preparations,2018,571
Solomon Islands,"Coffee, tea, mate and spices",1995,36
Solomon Islands,"Coffee, tea, mate and spices",1996,80
Solomon Islands,"Coffee, tea, mate and spices",1997,33
Solomon Islands,"Coffee, tea, mate and spices",1998,49
Solomon Islands,"Coffee, tea, mate and spices",1999,79
Solomon Islands,"Coffee, tea, mate and spices",2000,47
Solomon Islands,"Coffee, tea, mate and spices",2001,44
Solomon Islands,"Coffee, tea, mate and spices",2002,267
Solomon Islands,"Coffee, tea, mate and spices",2003,213
Solomon Islands,"Coffee, tea, mate and spices",2004,149
Solomon Islands,"Coffee, tea, mate and spices",2005,22
Solomon Islands,"Coffee, tea, mate and spices",2006,105
Solomon Islands,"Coffee, tea, mate and spices",2007,31
Solomon Islands,"Coffee, tea, mate and spices",2008,91
Solomon Islands,"Coffee, tea, mate and spices",2009,126
Solomon Islands,"Coffee, tea, mate and spices",2010,136
Solomon Islands,"Coffee, tea, mate and spices",2011,945
Solomon Islands,"Coffee, tea, mate and spices",2012,610
Solomon Islands,"Coffee, tea, mate and spices",2013,153
Solomon Islands,"Coffee, tea, mate and spices",2014,335
Solomon Islands,"Coffee, tea, mate and spices",2015,901
Solomon Islands,"Coffee, tea, mate and spices",2016,2473
Solomon Islands,"Coffee, tea, mate and spices",2017,2797
Solomon Islands,"Coffee, tea, mate and spices",2018,3516
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",1995,2007
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",1996,1903
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",1997,2189
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",1998,2209
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",1999,1909
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",2000,1887
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",2001,1017
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",2002,1298
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",2003,1082
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",2004,1345
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",2005,1327
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",2006,1569
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",2007,1768
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",2008,2084
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",2009,3279
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",2010,3011
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",2011,3296
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",2012,3662
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",2013,4044
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",2014,5755
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",2015,4032
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",2016,5551
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",2017,5737
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",2018,7600
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1995,127
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1996,399
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1997,155
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1998,148
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1999,207
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2000,76
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2001,40
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2002,92
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2003,255
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2004,271
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2005,321
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2006,471
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2007,308
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2008,311
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2009,725
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2010,464
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2011,615
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2012,798
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2013,1840
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2014,1435
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2015,1127
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2016,1470
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2017,1156
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2018,1355
Solomon Islands,Edible vegetables and certain roots and tubers,1995,1020
Solomon Islands,Edible vegetables and certain roots and tubers,1996,1279
Solomon Islands,Edible vegetables and certain roots and tubers,1997,1333
Solomon Islands,Edible vegetables and certain roots and tubers,1998,1592
Solomon Islands,Edible vegetables and certain roots and tubers,1999,1555
Solomon Islands,Edible vegetables and certain roots and tubers,2000,1267
Solomon Islands,Edible vegetables and certain roots and tubers,2001,1176
Solomon Islands,Edible vegetables and certain roots and tubers,2002,1416
Solomon Islands,Edible vegetables and certain roots and tubers,2003,2401
Solomon Islands,Edible vegetables and certain roots and tubers,2004,2400
Solomon Islands,Edible vegetables and certain roots and tubers,2005,2317
Solomon Islands,Edible vegetables and certain roots and tubers,2006,2399
Solomon Islands,Edible vegetables and certain roots and tubers,2007,2470
Solomon Islands,Edible vegetables and certain roots and tubers,2008,2019
Solomon Islands,Edible vegetables and certain roots and tubers,2009,2712
Solomon Islands,Edible vegetables and certain roots and tubers,2010,2467
Solomon Islands,Edible vegetables and certain roots and tubers,2011,2979
Solomon Islands,Edible vegetables and certain roots and tubers,2012,3672
Solomon Islands,Edible vegetables and certain roots and tubers,2013,4814
Solomon Islands,Edible vegetables and certain roots and tubers,2014,4489
Solomon Islands,Edible vegetables and certain roots and tubers,2015,4653
Solomon Islands,Edible vegetables and certain roots and tubers,2016,4858
Solomon Islands,Edible vegetables and certain roots and tubers,2017,5035
Solomon Islands,Edible vegetables and certain roots and tubers,2018,5942
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1995,304
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1996,539
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1997,124
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1998,65
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1999,1120
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2000,1833
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2001,290
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2002,38
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2003,135
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2004,794
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2005,29
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2006,1
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2007,342
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2008,709
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2009,1232
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2010,221
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2011,112
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2012,761
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2013,71
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2014,1018
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2015,554
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2016,268
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2017,818
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2018,850
Solomon Islands,Meat and edible meat offal,1995,451
Solomon Islands,Meat and edible meat offal,1996,496
Solomon Islands,Meat and edible meat offal,1997,624
Solomon Islands,Meat and edible meat offal,1998,304
Solomon Islands,Meat and edible meat offal,1999,532
Solomon Islands,Meat and edible meat offal,2000,808
Solomon Islands,Meat and edible meat offal,2001,785
Solomon Islands,Meat and edible meat offal,2002,1665
Solomon Islands,Meat and edible meat offal,2003,1507
Solomon Islands,Meat and edible meat offal,2004,1721
Solomon Islands,Meat and edible meat offal,2005,1443
Solomon Islands,Meat and edible meat offal,2006,3686
Solomon Islands,Meat and edible meat offal,2007,3749
Solomon Islands,Meat and edible meat offal,2008,4040
Solomon Islands,Meat and edible meat offal,2009,5629
Solomon Islands,Meat and edible meat offal,2010,5953
Solomon Islands,Meat and edible meat offal,2011,7937
Solomon Islands,Meat and edible meat offal,2012,10014
Solomon Islands,Meat and edible meat offal,2013,12969
Solomon Islands,Meat and edible meat offal,2014,14397
Solomon Islands,Meat and edible meat offal,2015,13602
Solomon Islands,Meat and edible meat offal,2016,17193
Solomon Islands,Meat and edible meat offal,2017,18999
Solomon Islands,Meat and edible meat offal,2018,32696
Solomon Islands,"Meat, fish and seafood food preparations nes",1995,1831
Solomon Islands,"Meat, fish and seafood food preparations nes",1996,1796
Solomon Islands,"Meat, fish and seafood food preparations nes",1997,1442
Solomon Islands,"Meat, fish and seafood food preparations nes",1998,1306
Solomon Islands,"Meat, fish and seafood food preparations nes",1999,676
Solomon Islands,"Meat, fish and seafood food preparations nes",2000,3270
Solomon Islands,"Meat, fish and seafood food preparations nes",2001,4159
Solomon Islands,"Meat, fish and seafood food preparations nes",2002,3282
Solomon Islands,"Meat, fish and seafood food preparations nes",2003,2178
Solomon Islands,"Meat, fish and seafood food preparations nes",2004,2888
Solomon Islands,"Meat, fish and seafood food preparations nes",2005,2740
Solomon Islands,"Meat, fish and seafood food preparations nes",2006,5067
Solomon Islands,"Meat, fish and seafood food preparations nes",2007,7355
Solomon Islands,"Meat, fish and seafood food preparations nes",2008,6142
Solomon Islands,"Meat, fish and seafood food preparations nes",2009,5156
Solomon Islands,"Meat, fish and seafood food preparations nes",2010,8511
Solomon Islands,"Meat, fish and seafood food preparations nes",2011,9486
Solomon Islands,"Meat, fish and seafood food preparations nes",2012,9937
Solomon Islands,"Meat, fish and seafood food preparations nes",2013,10769
Solomon Islands,"Meat, fish and seafood food preparations nes",2014,11762
Solomon Islands,"Meat, fish and seafood food preparations nes",2015,11814
Solomon Islands,"Meat, fish and seafood food preparations nes",2016,13933
Solomon Islands,"Meat, fish and seafood food preparations nes",2017,14861
Solomon Islands,"Meat, fish and seafood food preparations nes",2018,19342
Solomon Islands,"Milling products, malt, starches, inulin, wheat glute",1995,2049
Solomon Islands,"Milling products, malt, starches, inulin, wheat glute",1996,2159
Solomon Islands,"Milling products, malt, starches, inulin, wheat glute",1997,4207
Solomon Islands,"Milling products, malt, starches, inulin, wheat glute",1998,1969
Solomon Islands,"Milling products, malt, starches, inulin, wheat glute",1999,2485
Solomon Islands,"Milling products, malt, starches, inulin, wheat glute",2000,1865
Solomon Islands,"Milling products, malt, starches, inulin, wheat glute",2001,1213
Solomon Islands,"Milling products, malt, starches, inulin, wheat glute",2002,1696
Solomon Islands,"Milling products, malt, starches, inulin, wheat glute",2003,5031
Solomon Islands,"Milling products, malt, starches, inulin, wheat glute",2004,10624
Solomon Islands,"Milling products, malt, starches, inulin, wheat glute",2005,9202
Solomon Islands,"Milling products, malt, starches, inulin, wheat glute",2006,6917
Solomon Islands,"Milling products, malt, starches, inulin, wheat glute",2007,4159
Solomon Islands,"Milling products, malt, starches, inulin, wheat glute",2008,5774
Solomon Islands,"Milling products, malt, starches, inulin, wheat glute",2009,6878
Solomon Islands,"Milling products, malt, starches, inulin, wheat glute",2010,8604
Solomon Islands,"Milling products, malt, starches, inulin, wheat glute",2011,9558
Solomon Islands,"Milling products, malt, starches, inulin, wheat glute",2012,11168
Solomon Islands,"Milling products, malt, starches, inulin, wheat glute",2013,13696
Solomon Islands,"Milling products, malt, starches, inulin, wheat glute",2014,10710
Solomon Islands,"Milling products, malt, starches, inulin, wheat glute",2015,14837
Solomon Islands,"Milling products, malt, starches, inulin, wheat glute",2016,11913
Solomon Islands,"Milling products, malt, starches, inulin, wheat glute",2017,18726
Solomon Islands,"Milling products, malt, starches, inulin, wheat glute",2018,15230
Solomon Islands,Miscellaneous edible preparations,1995,1021
Solomon Islands,Miscellaneous edible preparations,1996,999
Solomon Islands,Miscellaneous edible preparations,1997,1343
Solomon Islands,Miscellaneous edible preparations,1998,1541
Solomon Islands,Miscellaneous edible preparations,1999,1361
Solomon Islands,Miscellaneous edible preparations,2000,1378
Solomon Islands,Miscellaneous edible preparations,2001,1535
Solomon Islands,Miscellaneous edible preparations,2002,1732
Solomon Islands,Miscellaneous edible preparations,2003,2227
Solomon Islands,Miscellaneous edible preparations,2004,1978
Solomon Islands,Miscellaneous edible preparations,2005,1840
Solomon Islands,Miscellaneous edible preparations,2006,2329
Solomon Islands,Miscellaneous edible preparations,2007,2516
Solomon Islands,Miscellaneous edible preparations,2008,4013
Solomon Islands,Miscellaneous edible preparations,2009,4218
Solomon Islands,Miscellaneous edible preparations,2010,4624
