Country,Food,Year,Export
Samoa,"Meat, fish and seafood food preparations nes",2000,150
Samoa,"Meat, fish and seafood food preparations nes",2001,1047
Samoa,"Meat, fish and seafood food preparations nes",2002,194
Samoa,"Meat, fish and seafood food preparations nes",2003,184
Samoa,"Meat, fish and seafood food preparations nes",2004,511
Samoa,"Meat, fish and seafood food preparations nes",2005,164
Samoa,"Meat, fish and seafood food preparations nes",2006,130
Samoa,"Meat, fish and seafood food preparations nes",2007,100
Samoa,"Meat, fish and seafood food preparations nes",2008,41
Samoa,"Meat, fish and seafood food preparations nes",2009,48
Samoa,"Meat, fish and seafood food preparations nes",2010,146
Samoa,"Meat, fish and seafood food preparations nes",2011,298
Samoa,"Meat, fish and seafood food preparations nes",2012,85
Samoa,"Meat, fish and seafood food preparations nes",2013,187
Samoa,"Meat, fish and seafood food preparations nes",2014,54
Samoa,"Meat, fish and seafood food preparations nes",2015,108
Samoa,"Meat, fish and seafood food preparations nes",2016,129
Samoa,"Meat, fish and seafood food preparations nes",2017,129
Samoa,"Meat, fish and seafood food preparations nes",2018,218
Samoa,"Milling products, malt, starches, inulin, wheat glute",1995,620
Samoa,"Milling products, malt, starches, inulin, wheat glute",1996,772
Samoa,"Milling products, malt, starches, inulin, wheat glute",1997,356
Samoa,"Milling products, malt, starches, inulin, wheat glute",1998,260
Samoa,"Milling products, malt, starches, inulin, wheat glute",1999,100
Samoa,"Milling products, malt, starches, inulin, wheat glute",2000,129
Samoa,"Milling products, malt, starches, inulin, wheat glute",2001,442
Samoa,"Milling products, malt, starches, inulin, wheat glute",2002,565
Samoa,"Milling products, malt, starches, inulin, wheat glute",2003,321
Samoa,"Milling products, malt, starches, inulin, wheat glute",2004,491
Samoa,"Milling products, malt, starches, inulin, wheat glute",2005,416
Samoa,"Milling products, malt, starches, inulin, wheat glute",2006,445
Samoa,"Milling products, malt, starches, inulin, wheat glute",2007,345
Samoa,"Milling products, malt, starches, inulin, wheat glute",2008,100
Samoa,"Milling products, malt, starches, inulin, wheat glute",2009,201
Samoa,"Milling products, malt, starches, inulin, wheat glute",2010,347
Samoa,"Milling products, malt, starches, inulin, wheat glute",2011,362
Samoa,"Milling products, malt, starches, inulin, wheat glute",2012,308
Samoa,"Milling products, malt, starches, inulin, wheat glute",2013,124
Samoa,"Milling products, malt, starches, inulin, wheat glute",2015,24
Samoa,"Milling products, malt, starches, inulin, wheat glute",2016,275
Samoa,"Milling products, malt, starches, inulin, wheat glute",2017,349
Samoa,"Milling products, malt, starches, inulin, wheat glute",2018,333
Samoa,Miscellaneous edible preparations,1995,21
Samoa,Miscellaneous edible preparations,1996,165
Samoa,Miscellaneous edible preparations,1997,3904
Samoa,Miscellaneous edible preparations,1998,3132
Samoa,Miscellaneous edible preparations,1999,4529
Samoa,Miscellaneous edible preparations,2000,4966
Samoa,Miscellaneous edible preparations,2001,3568
Samoa,Miscellaneous edible preparations,2002,4417
Samoa,Miscellaneous edible preparations,2003,3507
Samoa,Miscellaneous edible preparations,2004,2726
Samoa,Miscellaneous edible preparations,2005,2678
Samoa,Miscellaneous edible preparations,2006,2879
Samoa,Miscellaneous edible preparations,2007,1927
Samoa,Miscellaneous edible preparations,2008,1331
Samoa,Miscellaneous edible preparations,2009,1492
Samoa,Miscellaneous edible preparations,2010,715
Samoa,Miscellaneous edible preparations,2011,162
Samoa,Miscellaneous edible preparations,2012,136
Samoa,Miscellaneous edible preparations,2013,106
Samoa,Miscellaneous edible preparations,2014,252
Samoa,Miscellaneous edible preparations,2015,195
Samoa,Miscellaneous edible preparations,2016,213
Samoa,Miscellaneous edible preparations,2017,302
Samoa,Miscellaneous edible preparations,2018,403
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1995,3960
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1996,19460
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1997,34940
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1998,56290
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1999,25811
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2000,29464
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2001,20053
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2002,499
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2003,986
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2004,165
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2005,0
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2006,5
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2007,52
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2008,12
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2009,0
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2010,0
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2011,0
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2012,0
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2014,0
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2015,7872
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2016,3210
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2017,697
Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2018,737
Samoa,Sugars and sugar confectionery,2000,0
Samoa,Sugars and sugar confectionery,2001,429
Samoa,Sugars and sugar confectionery,2002,335
Samoa,Sugars and sugar confectionery,2003,359
Samoa,Sugars and sugar confectionery,2004,289
Samoa,Sugars and sugar confectionery,2005,449
Samoa,Sugars and sugar confectionery,2006,470
Samoa,Sugars and sugar confectionery,2007,390
Samoa,Sugars and sugar confectionery,2008,76
Samoa,Sugars and sugar confectionery,2011,0
Samoa,Sugars and sugar confectionery,2013,13
Samoa,Sugars and sugar confectionery,2015,15
Samoa,Sugars and sugar confectionery,2016,0
Samoa,Sugars and sugar confectionery,2017,60
Samoa,Sugars and sugar confectionery,2018,89
Samoa,Tobacco and manufactured tobacco substitutes,2001,75
Samoa,Tobacco and manufactured tobacco substitutes,2002,65
Samoa,Tobacco and manufactured tobacco substitutes,2003,45
Samoa,Tobacco and manufactured tobacco substitutes,2005,0
Samoa,Tobacco and manufactured tobacco substitutes,2006,10
Samoa,Tobacco and manufactured tobacco substitutes,2007,50
Samoa,Tobacco and manufactured tobacco substitutes,2008,25
Samoa,Tobacco and manufactured tobacco substitutes,2010,78
Samoa,Tobacco and manufactured tobacco substitutes,2011,44
Samoa,Tobacco and manufactured tobacco substitutes,2012,58
Samoa,Tobacco and manufactured tobacco substitutes,2013,83
Samoa,Tobacco and manufactured tobacco substitutes,2014,69
Samoa,Tobacco and manufactured tobacco substitutes,2015,40
Samoa,Tobacco and manufactured tobacco substitutes,2016,15
Samoa,Tobacco and manufactured tobacco substitutes,2017,15
Samoa,Tobacco and manufactured tobacco substitutes,2018,68
Samoa,"Vegetable, fruit, nut, etc food preparations",1995,63
Samoa,"Vegetable, fruit, nut, etc food preparations",1996,0
Samoa,"Vegetable, fruit, nut, etc food preparations",1997,0
Samoa,"Vegetable, fruit, nut, etc food preparations",1999,55
Samoa,"Vegetable, fruit, nut, etc food preparations",2000,150
Samoa,"Vegetable, fruit, nut, etc food preparations",2001,256
Samoa,"Vegetable, fruit, nut, etc food preparations",2002,1009
Samoa,"Vegetable, fruit, nut, etc food preparations",2003,1727
Samoa,"Vegetable, fruit, nut, etc food preparations",2004,4319
Samoa,"Vegetable, fruit, nut, etc food preparations",2005,6102
Samoa,"Vegetable, fruit, nut, etc food preparations",2006,4297
Samoa,"Vegetable, fruit, nut, etc food preparations",2007,3773
Samoa,"Vegetable, fruit, nut, etc food preparations",2008,2745
Samoa,"Vegetable, fruit, nut, etc food preparations",2009,1392
Samoa,"Vegetable, fruit, nut, etc food preparations",2010,2599
Samoa,"Vegetable, fruit, nut, etc food preparations",2011,2372
Samoa,"Vegetable, fruit, nut, etc food preparations",2012,2547
Samoa,"Vegetable, fruit, nut, etc food preparations",2013,4041
Samoa,"Vegetable, fruit, nut, etc food preparations",2014,3189
Samoa,"Vegetable, fruit, nut, etc food preparations",2015,5406
Samoa,"Vegetable, fruit, nut, etc food preparations",2016,6168
Samoa,"Vegetable, fruit, nut, etc food preparations",2017,8666
Samoa,"Vegetable, fruit, nut, etc food preparations",2018,12470
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",1995,81583
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",1996,86055
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",1997,106252
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",1998,125902
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",1999,77280
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2000,26895
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2001,14769
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2002,184
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2003,2672
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2004,1434
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2005,1293
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2006,4999
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2007,65936
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2008,103356
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2009,104315
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2010,103604
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2011,152740
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2012,153058
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2013,163312
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2014,193467
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2015,175150
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2016,157797
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2017,196409
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2018,200372
Solomon Islands,"Beverages, spirits and vinegar",1995,4
Solomon Islands,"Beverages, spirits and vinegar",2002,68
Solomon Islands,"Beverages, spirits and vinegar",2007,4
Solomon Islands,"Beverages, spirits and vinegar",2009,32
Solomon Islands,"Beverages, spirits and vinegar",2010,80
Solomon Islands,"Beverages, spirits and vinegar",2011,733
Solomon Islands,"Beverages, spirits and vinegar",2012,2047
Solomon Islands,"Beverages, spirits and vinegar",2013,1450
Solomon Islands,"Beverages, spirits and vinegar",2014,1479
Solomon Islands,"Beverages, spirits and vinegar",2015,1687
Solomon Islands,"Beverages, spirits and vinegar",2016,2130
Solomon Islands,"Beverages, spirits and vinegar",2017,2355
Solomon Islands,"Beverages, spirits and vinegar",2018,1705
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2002,15
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2009,180
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2011,35
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2012,170
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2013,45
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2014,83
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2015,330
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2016,145
Solomon Islands,"Cereal, flour, starch, milk preparations and products",2017,205
Solomon Islands,Cereals,2009,410
Solomon Islands,Cereals,2011,140
Solomon Islands,Cereals,2012,225
Solomon Islands,Cereals,2013,240
Solomon Islands,Cereals,2014,580
Solomon Islands,Cereals,2015,110
Solomon Islands,Cereals,2016,65
Solomon Islands,Cereals,2017,10
Solomon Islands,Cocoa and cocoa preparations,1995,16067
Solomon Islands,Cocoa and cocoa preparations,1996,16410
Solomon Islands,Cocoa and cocoa preparations,1997,21245
Solomon Islands,Cocoa and cocoa preparations,1998,22569
Solomon Islands,Cocoa and cocoa preparations,1999,10620
Solomon Islands,Cocoa and cocoa preparations,2000,12309
Solomon Islands,Cocoa and cocoa preparations,2001,9415
Solomon Islands,Cocoa and cocoa preparations,2002,13900
Solomon Islands,Cocoa and cocoa preparations,2003,19993
Solomon Islands,Cocoa and cocoa preparations,2004,23188
Solomon Islands,Cocoa and cocoa preparations,2005,16987
Solomon Islands,Cocoa and cocoa preparations,2006,17519
Solomon Islands,Cocoa and cocoa preparations,2007,20255
Solomon Islands,Cocoa and cocoa preparations,2008,13907
Solomon Islands,Cocoa and cocoa preparations,2009,20702
Solomon Islands,Cocoa and cocoa preparations,2010,21135
Solomon Islands,Cocoa and cocoa preparations,2011,23207
Solomon Islands,Cocoa and cocoa preparations,2012,8893
Solomon Islands,Cocoa and cocoa preparations,2013,17399
Solomon Islands,Cocoa and cocoa preparations,2014,21670
Solomon Islands,Cocoa and cocoa preparations,2015,17425
Solomon Islands,Cocoa and cocoa preparations,2016,20343
Solomon Islands,Cocoa and cocoa preparations,2017,21425
Solomon Islands,Cocoa and cocoa preparations,2018,26975
Solomon Islands,"Coffee, tea, mate and spices",1996,80
Solomon Islands,"Coffee, tea, mate and spices",1997,20
Solomon Islands,"Coffee, tea, mate and spices",2002,0
Solomon Islands,"Coffee, tea, mate and spices",2009,0
Solomon Islands,"Coffee, tea, mate and spices",2010,0
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",1995,8
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",1996,49
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",1997,12
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",1998,32
Solomon Islands,"Dairy products, eggs, honey, edible animal product nes",1999,4
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1995,624
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1996,1241
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1997,1732
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1998,1420
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1999,1528
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2000,44
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2001,24
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2002,500
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2003,900
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2004,444
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2005,664
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2006,352
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2007,516
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2008,184
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2010,40
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2011,236
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2012,1012
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2013,416
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2014,511
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2015,464
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2016,352
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2017,84
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2018,580
Solomon Islands,Edible vegetables and certain roots and tubers,1998,40
Solomon Islands,Edible vegetables and certain roots and tubers,1999,8
Solomon Islands,Edible vegetables and certain roots and tubers,2000,8
Solomon Islands,Edible vegetables and certain roots and tubers,2004,12
Solomon Islands,Edible vegetables and certain roots and tubers,2005,40
Solomon Islands,Edible vegetables and certain roots and tubers,2009,286
Solomon Islands,Edible vegetables and certain roots and tubers,2011,1039
Solomon Islands,Edible vegetables and certain roots and tubers,2012,540
Solomon Islands,Edible vegetables and certain roots and tubers,2013,209
Solomon Islands,Edible vegetables and certain roots and tubers,2014,148
Solomon Islands,Edible vegetables and certain roots and tubers,2015,180
Solomon Islands,Edible vegetables and certain roots and tubers,2016,70
Solomon Islands,Edible vegetables and certain roots and tubers,2017,104
Solomon Islands,Edible vegetables and certain roots and tubers,2018,140
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1995,1092
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1996,1287
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1997,1462
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1998,1934
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1999,663
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2000,1316
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2001,1145
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2002,1048
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2003,983
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2004,763
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2005,1083
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2006,176
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2007,802
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2008,393
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2009,1035
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2010,113
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2011,89
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2012,36
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2013,1389
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2014,48
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2015,1992
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2016,85
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2017,850
Solomon Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2018,353
Solomon Islands,Meat and edible meat offal,2011,35
Solomon Islands,Meat and edible meat offal,2017,16
Solomon Islands,"Meat, fish and seafood food preparations nes",1995,11069
Solomon Islands,"Meat, fish and seafood food preparations nes",1996,7420
Solomon Islands,"Meat, fish and seafood food preparations nes",1997,11908
Solomon Islands,"Meat, fish and seafood food preparations nes",1998,15411
Solomon Islands,"Meat, fish and seafood food preparations nes",1999,20286
Solomon Islands,"Meat, fish and seafood food preparations nes",2000,17004
Solomon Islands,"Meat, fish and seafood food preparations nes",2001,1321
Solomon Islands,"Meat, fish and seafood food preparations nes",2002,5654
Solomon Islands,"Meat, fish and seafood food preparations nes",2003,5517
Solomon Islands,"Meat, fish and seafood food preparations nes",2004,6134
Solomon Islands,"Meat, fish and seafood food preparations nes",2005,12263
Solomon Islands,"Meat, fish and seafood food preparations nes",2006,13103
Solomon Islands,"Meat, fish and seafood food preparations nes",2007,12972
Solomon Islands,"Meat, fish and seafood food preparations nes",2008,12788
Solomon Islands,"Meat, fish and seafood food preparations nes",2009,13902
Solomon Islands,"Meat, fish and seafood food preparations nes",2010,10361
Solomon Islands,"Meat, fish and seafood food preparations nes",2011,20416
Solomon Islands,"Meat, fish and seafood food preparations nes",2012,22445
Solomon Islands,"Meat, fish and seafood food preparations nes",2013,24264
Solomon Islands,"Meat, fish and seafood food preparations nes",2014,38081
Solomon Islands,"Meat, fish and seafood food preparations nes",2015,39658
Solomon Islands,"Meat, fish and seafood food preparations nes",2016,31238
Solomon Islands,"Meat, fish and seafood food preparations nes",2017,30334
Solomon Islands,"Meat, fish and seafood food preparations nes",2018,40054
Solomon Islands,"Milling products, malt, starches, inulin, wheat glute",2012,0
Solomon Islands,Miscellaneous edible preparations,2000,0
Solomon Islands,Miscellaneous edible preparations,2003,0
Solomon Islands,Miscellaneous edible preparations,2004,0
Solomon Islands,Miscellaneous edible preparations,2009,0
Solomon Islands,Miscellaneous edible preparations,2012,5
Solomon Islands,Miscellaneous edible preparations,2013,10
Solomon Islands,Miscellaneous edible preparations,2014,7
Solomon Islands,Miscellaneous edible preparations,2016,0
Solomon Islands,Miscellaneous edible preparations,2017,50
Solomon Islands,Miscellaneous edible preparations,2018,15
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1995,68780
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1996,76395
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1997,104684
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1998,86316
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1999,12707
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2000,27157
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2001,30412
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2002,9932
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2003,50222
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2004,88255
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2005,143543
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2006,98754
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2007,115910
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2008,115354
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2009,38286
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2010,45236
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2011,82224
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2012,61062
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2013,21029
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2014,26626
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2015,26590
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2016,43055
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2017,88550
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2018,61963
Solomon Islands,Sugars and sugar confectionery,2012,0
Solomon Islands,Sugars and sugar confectionery,2013,5
Solomon Islands,Sugars and sugar confectionery,2014,5
Solomon Islands,Sugars and sugar confectionery,2015,20
Solomon Islands,Sugars and sugar confectionery,2016,15
Solomon Islands,Tobacco and manufactured tobacco substitutes,2000,61
Solomon Islands,Tobacco and manufactured tobacco substitutes,2001,144
Solomon Islands,Tobacco and manufactured tobacco substitutes,2002,24
Solomon Islands,Tobacco and manufactured tobacco substitutes,2005,4
Solomon Islands,Tobacco and manufactured tobacco substitutes,2006,8
Solomon Islands,Tobacco and manufactured tobacco substitutes,2007,4
Solomon Islands,Tobacco and manufactured tobacco substitutes,2008,4
Solomon Islands,Tobacco and manufactured tobacco substitutes,2009,0
Solomon Islands,Tobacco and manufactured tobacco substitutes,2010,0
Solomon Islands,Tobacco and manufactured tobacco substitutes,2011,0
Solomon Islands,Tobacco and manufactured tobacco substitutes,2012,0
Solomon Islands,Tobacco and manufactured tobacco substitutes,2013,30
Solomon Islands,Tobacco and manufactured tobacco substitutes,2018,15
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",1999,4
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2000,44
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2001,32
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2002,315
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2003,313
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2004,72
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2005,88
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2006,61
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2007,72
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2008,20
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2009,36
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2010,4
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2011,5
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2012,103
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2013,88
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2014,69
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2015,29
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2016,10
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2017,381
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2018,1012
Tonga,"Animal,vegetable fats and oils, cleavage products, et",2001,12
Tonga,"Animal,vegetable fats and oils, cleavage products, et",2002,4
Tonga,"Animal,vegetable fats and oils, cleavage products, et",2003,8
Tonga,"Animal,vegetable fats and oils, cleavage products, et",2004,4
Tonga,"Animal,vegetable fats and oils, cleavage products, et",2008,0
Tonga,"Animal,vegetable fats and oils, cleavage products, et",2012,0
Tonga,"Animal,vegetable fats and oils, cleavage products, et",2014,97
Tonga,"Animal,vegetable fats and oils, cleavage products, et",2015,8
Tonga,"Beverages, spirits and vinegar",1997,0
Tonga,"Beverages, spirits and vinegar",1998,0
Tonga,"Beverages, spirits and vinegar",2000,12
Tonga,"Beverages, spirits and vinegar",2001,88
Tonga,"Beverages, spirits and vinegar",2004,4
Tonga,"Beverages, spirits and vinegar",2006,252
Tonga,"Beverages, spirits and vinegar",2007,148
Tonga,"Beverages, spirits and vinegar",2008,292
Tonga,"Beverages, spirits and vinegar",2009,160
Tonga,"Beverages, spirits and vinegar",2010,49
Tonga,"Beverages, spirits and vinegar",2011,152
Tonga,"Beverages, spirits and vinegar",2012,89
Tonga,"Beverages, spirits and vinegar",2013,72
Tonga,"Beverages, spirits and vinegar",2014,53
Tonga,"Beverages, spirits and vinegar",2016,233
Tonga,"Beverages, spirits and vinegar",2018,19
Tonga,"Cereal, flour, starch, milk preparations and products",1997,89
Tonga,"Cereal, flour, starch, milk preparations and products",1998,96
Tonga,"Cereal, flour, starch, milk preparations and products",2007,52
Tonga,"Cereal, flour, starch, milk preparations and products",2009,8
Tonga,"Cereal, flour, starch, milk preparations and products",2010,0
Tonga,"Cereal, flour, starch, milk preparations and products",2013,10
Tonga,"Cereal, flour, starch, milk preparations and products",2014,175
Tonga,Cocoa and cocoa preparations,1998,312
Tonga,Cocoa and cocoa preparations,1999,800
Tonga,Cocoa and cocoa preparations,2002,707
Tonga,Cocoa and cocoa preparations,2003,247
Tonga,Cocoa and cocoa preparations,2005,100
Tonga,Cocoa and cocoa preparations,2010,394
Tonga,Cocoa and cocoa preparations,2011,1700
Tonga,Cocoa and cocoa preparations,2012,4
Tonga,Cocoa and cocoa preparations,2013,4
Tonga,Cocoa and cocoa preparations,2014,1240
Tonga,Cocoa and cocoa preparations,2017,120
Tonga,"Coffee, tea, mate and spices",1995,212
Tonga,"Coffee, tea, mate and spices",1996,83
Tonga,"Coffee, tea, mate and spices",1997,21
Tonga,"Coffee, tea, mate and spices",1998,96
